Name,Full Name,Age,Height,Nationality,Overall,Potential,First Name,Last Name
João Mário,João Mário,25,178.0,Portugal,81,84,João,Mário
M. Sabitzer,Marcel Sabitzer,24,178.0,Austria,81,84,Marcel,Sabitzer
M. Brozović,Marcelo Brozović,25,180.0,Croatia,81,84,Marcelo,Brozović
M. Nastasić,Matija Nastasić,25,188.0,Serbia,81,84,Matija,Nastasić
M. Politano,Matteo Politano,24,170.0,Italy,81,84,Matteo,Politano
S. Vrsaljko,Šime Vrsaljko,26,180.0,Croatia,81,84,Šime,Vrsaljko
A. Plea,Alassane Plea,25,180.0,France,81,83,Alassane,Plea
J. Corona,Jesús Corona,25,173.0,Mexico,81,83,Jesús,Corona
K. Volland,Kevin Volland,25,178.0,Germany,81,83,Kevin,Volland
T. Hazard,Thorgan Hazard,25,175.0,Belgium,81,83,Thorgan,Hazard
C. Smalling,Chris Smalling,28,193.0,England,81,82,Chris,Smalling
C. Kramer,Christoph Kramer,27,190.0,Germany,81,82,Christoph,Kramer
D. Lovren,Dejan Lovren,28,188.0,Croatia,81,82,Dejan,Lovren
E. Lamela,Erik Lamela,26,183.0,Argentina,81,82,Erik,Lamela
F. Ghoulam,Faouzi Ghoulam,27,183.0,Algeria,81,82,Faouzi,Ghoulam
J. Seri,Jean Michaël Seri,26,170.0,Ivory Coast,81,82,Jean,Michaël Seri
K. Vogt,Kevin Vogt,26,193.0,Germany,81,82,Kevin,Vogt
S. Zaza,Simone Zaza,27,185.0,Italy,81,82,Simone,Zaza
S. El Shaarawy,Stephan El Shaarawy,25,178.0,Italy,81,82,Stephan,El Shaarawy
O. Toprak,Ömer Toprak,28,185.0,Turkey,81,82,Ömer,Toprak
Ander Herrera,Ander Herrera,28,183.0,Spain,81,81,Ander,Herrera
A. Candreva,Antonio Candreva,31,180.0,Italy,81,81,Antonio,Candreva
A. Valencia,Antonio Valencia,32,180.0,Ecuador,81,81,Antonio,Valencia
B. Gomis,Bafétimbi Gomis,32,183.0,France,81,81,Bafétimbi,Gomis
B. Höwedes,Benedikt Höwedes,30,188.0,Germany,81,81,Benedikt,Höwedes
Borja Valero,Borja Valero,33,175.0,Spain,81,81,Borja,Valero
C. Bacca,Carlos Bacca,31,180.0,Colombia,81,81,Carlos,Bacca
C. Vela,Carlos Vela,29,178.0,Mexico,81,81,Carlos,Vela
C. Aránguiz,Charles Aránguiz,29,170.0,Chile,81,81,Charles,Aránguiz
D. Wass,Daniel Wass,29,180.0,Denmark,81,81,Daniel,Wass
D. Rose,Danny Rose,27,175.0,England,81,81,Danny,Rose
D. Perotti,Diego Perotti,29,178.0,Argentina,81,81,Diego,Perotti
D. Tadić,Dušan Tadić,29,180.0,Serbia,81,81,Dušan,Tadić
E. Salvio,Eduardo Salvio,27,173.0,Argentina,81,81,Eduardo,Salvio
F. Quagliarella,Fabio Quagliarella,35,180.0,Italy,81,81,Fabio,Quagliarella
F. Smolov,Fedor Smolov,28,188.0,Russia,81,81,Fedor,Smolov
F. Muslera,Fernando Muslera,32,190.0,Uruguay,81,81,Fernando,Muslera
G. Medel,Gary Medel,30,170.0,Chile,81,81,Gary,Medel
Hulk,Hulk,31,180.0,Brazil,81,81,Hulk,-
H. Herrera,Héctor Herrera,28,183.0,Mexico,81,81,Héctor,Herrera
J. Milner,James Milner,32,175.0,England,81,81,James,Milner
Joaquín,Joaquín,36,178.0,Spain,81,81,Joaquín,-
J. Iličić,Josip Iličić,30,190.0,Slovenia,81,81,Josip,Iličić
João Moutinho,João Moutinho,31,170.0,Portugal,81,81,João,Moutinho
J. Mathieu,Jérémy Mathieu,34,188.0,France,81,81,Jérémy,Mathieu
K. Bellarabi,Karim Bellarabi,28,183.0,Germany,81,81,Karim,Bellarabi
K. Boateng,Kevin-Prince Boateng,31,185.0,Ghana,81,81,Kevin-Prince,Boateng
L. Stindl,Lars Stindl,29,180.0,Germany,81,81,Lars,Stindl
Laure Santeiro,Laure Santeiro,30,170.0,Brazil,81,81,Laure,Santeiro
Manuel Fernandes,Manuel Fernandes,32,175.0,Portugal,81,81,Manuel,Fernandes
M. Valbuena,Mathieu Valbuena,33,168.0,France,81,81,Mathieu,Valbuena
Morales,Morales,30,180.0,Spain,81,81,Morales,-
Nani,Nani,31,178.0,Portugal,81,81,Nani,-
Pedro León,Pedro León,31,183.0,Spain,81,81,Pedro,León
Raffael,Raffael,33,175.0,Brazil,81,81,Raffael,-
Renato Augusto,Renato Augusto,30,185.0,Brazil,81,81,Renato,Augusto
S. Kagawa,Shinji Kagawa,29,175.0,Japan,81,81,Shinji,Kagawa
S. Kjær,Simon Kjær,29,188.0,Denmark,81,81,Simon,Kjær
S. Verdi,Simone Verdi,25,170.0,Italy,81,81,Simone,Verdi
S. Bender,Sven Bender,29,185.0,Germany,81,81,Sven,Bender
Vitolo,Vitolo,28,185.0,Spain,81,81,Vitolo,-
X. Shaqiri,Xherdan Shaqiri,26,170.0,Switzerland,81,81,Xherdan,Shaqiri
L. Fabiański,Łukasz Fabiański,33,190.0,Poland,81,81,Łukasz,Fabiański
L. Piszczek,Łukasz Piszczek,33,183.0,Poland,81,81,Łukasz,Piszczek
H. Aouar,Houssem Aouar,20,175.0,France,80,90,Houssem,Aouar
K. Havertz,Kai Havertz,19,188.0,Germany,80,89,Kai,Havertz
T. Ndombele,Tanguy Ndombele,21,180.0,France,80,89,Tanguy,Ndombele
Odriozola,Odriozola,22,175.0,Spain,80,88,Odriozola,-
Carlos Soler,Carlos Soler,21,180.0,Spain,80,87,Carlos,Soler
Oyarzabal,Oyarzabal,21,180.0,Spain,80,87,Oyarzabal,-
Rúben Neves,Rúben Neves,21,180.0,Portugal,80,87,Rúben,Neves
B. Pavard,Benjamin Pavard,22,185.0,France,80,86,Benjamin,Pavard
G. Lo Celso,Giovani Lo Celso,22,175.0,Argentina,80,86,Giovani,Lo Celso
M. Dahoud,Mahmoud Dahoud,22,178.0,Germany,80,86,Mahmoud,Dahoud
M. Caldara,Mattia Caldara,24,188.0,Italy,80,86,Mattia,Caldara
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,24,175.0,England,80,85,Alex,Oxlade-Chamberlain
André Gomes,André Gomes,24,188.0,Portugal,80,85,André,Gomes
A. Onana,André Onana,22,188.0,Cameroon,80,85,André,Onana
E. Can,Emre Can,24,183.0,Germany,80,85,Emre,Can
Gayà,Gayà,23,173.0,Spain,80,85,Gayà,-
G. Rulli,Gerónimo Rulli,26,188.0,Argentina,80,85,Gerónimo,Rulli
Héctor Bellerín,Héctor Bellerín,23,178.0,Spain,80,85,Héctor,Bellerín
J. Butland,Jack Butland,25,196.0,England,80,85,Jack,Butland
K. Baldé,Keita Baldé,23,180.0,Senegal,80,85,Keita,Baldé
L. Paredes,Leandro Paredes,24,180.0,Argentina,80,85,Leandro,Paredes
L. Shaw,Luke Shaw,22,180.0,England,80,85,Luke,Shaw
Mariano,Mariano,24,180.0,Dominican Republic,80,85,Mariano,-
M. Gómez,Maximiliano Gómez,21,185.0,Uruguay,80,85,Maximiliano,Gómez
M. Sanson,Morgan Sanson,23,180.0,France,80,85,Morgan,Sanson
Rony Lopes,Rony Lopes,22,175.0,Portugal,80,85,Rony,Lopes
Santi Mina,Santi Mina,22,180.0,Spain,80,85,Santi,Mina
T. Bakayoko,Tiémoué Bakayoko,23,188.0,France,80,85,Tiémoué,Bakayoko
W. Ndidi,Wilfred Ndidi,21,183.0,Nigeria,80,85,Wilfred,Ndidi
E. Dier,Eric Dier,24,188.0,England,80,84,Eric,Dier
H. Çalhanoğlu,Hakan Çalhanoğlu,24,178.0,Turkey,80,84,Hakan,Çalhanoğlu
J. Murillo,Jeison Murillo,26,183.0,Colombia,80,84,Jeison,Murillo
K. Demirbay,Kerem Demirbay,24,183.0,Germany,80,84,Kerem,Demirbay
L. Digne,Lucas Digne,24,178.0,France,80,84,Lucas,Digne
M. Batshuayi,Michy Batshuayi,24,185.0,Belgium,80,84,Michy,Batshuayi
M. Almirón,Miguel Almirón,24,175.0,Paraguay,80,84,Miguel,Almirón
F. Balbuena,Fabián Balbuena,26,188.0,Paraguay,80,83,Fabián,Balbuena
J. Tarkowski,James Tarkowski,25,193.0,England,80,83,James,Tarkowski
J. Zoet,Jeroen Zoet,27,188.0,Netherlands,80,83,Jeroen,Zoet
M. Keane,Michael Keane,25,190.0,England,80,83,Michael,Keane
Muniain,Muniain,25,170.0,Spain,80,83,Muniain,-
N. Pope,Nick Pope,26,201.0,England,80,83,Nick,Pope
Pacheco,Pacheco,26,185.0,Spain,80,83,Pacheco,-
Rafa,Rafa,25,173.0,Portugal,80,83,Rafa,-
R. Rodríguez,Ricardo Rodríguez,25,180.0,Switzerland,80,83,Ricardo,Rodríguez
S. Aurier,Serge Aurier,25,175.0,Ivory Coast,80,83,Serge,Aurier
S. Haller,Sébastien Haller,24,190.0,France,80,83,Sébastien,Haller
Deulofeu,Deulofeu,24,178.0,Spain,80,82,Deulofeu,-
J. Matip,Joel Matip,26,193.0,Cameroon,80,82,Joel,Matip
M. Ginter,Matthias Ginter,24,188.0,Germany,80,82,Matthias,Ginter
N. Tagliafico,Nicolás Tagliafico,25,170.0,Argentina,80,82,Nicolás,Tagliafico
V. Wanyama,Victor Wanyama,27,183.0,Kenya,80,82,Victor,Wanyama
V. Aboubakar,Vincent Aboubakar,26,183.0,Cameroon,80,82,Vincent,Aboubakar
A. Ljajić,Adem Ljajić,26,183.0,Serbia,80,81,Adem,Ljajić
Bernard,Bernard,25,165.0,Brazil,80,81,Bernard,-
Camacho,Camacho,28,183.0,Spain,80,81,Camacho,-
Hugo Mallo,Hugo Mallo,27,175.0,Spain,80,81,Hugo,Mallo
J. Vestergaard,Jannik Vestergaard,25,198.0,Denmark,80,81,Jannik,Vestergaard
K. Trapp,Kevin Trapp,27,188.0,Germany,80,81,Kevin,Trapp
L. Muriel,Luis Muriel,27,178.0,Colombia,80,81,Luis,Muriel
M. Uth,Mark Uth,26,185.0,Germany,80,81,Mark,Uth
M. Vecino,Matias Vecino,26,188.0,Uruguay,80,81,Matias,Vecino
N. Schulz,Nico Schulz,25,180.0,Germany,80,81,Nico,Schulz
P. Kadeřábek,Pavel Kadeřábek,26,183.0,Czech Republic,80,81,Pavel,Kadeřábek
Portu,Portu,26,178.0,Spain,80,81,Portu,-
T. Vaclík,Tomáš Vaclík,29,188.0,Czech Republic,80,81,Tomáš,Vaclík
A. Lallana,Adam Lallana,30,178.0,England,80,80,Adam,Lallana
Alexandre Pato,Alexandre Pato,28,180.0,Brazil,80,80,Alexandre,Pato
A. Granqvist,Andreas Granqvist,33,193.0,Sweden,80,80,Andreas,Granqvist
A. Yarmolenko,Andriy Yarmolenko,28,190.0,Ukraine,80,80,Andriy,Yarmolenko
André Almeida,André Almeida,27,185.0,Portugal,80,80,André,Almeida
A. Gignac,André-Pierre Gignac,32,188.0,France,80,80,André-Pierre,Gignac
A. Mirante,Antonio Mirante,34,193.0,Italy,80,80,Antonio,Mirante
Antunes,Antunes,31,175.0,Portugal,80,80,Antunes,-
A. Fernández,Augusto Fernández,32,178.0,Argentina,80,80,Augusto,Fernández
B. Schweinsteiger,Bastian Schweinsteiger,33,183.0,Germany,80,80,Bastian,Schweinsteiger
Beñat,Beñat,31,178.0,Spain,80,80,Beñat,-
Bruno,Bruno,34,183.0,Spain,80,80,Bruno,-
Canales,Canales,27,180.0,Spain,80,80,Canales,-
C. Stuani,Cristhian Stuani,31,185.0,Uruguay,80,80,Cristhian,Stuani
Cristian Tello,Cristian Tello,26,178.0,Spain,80,80,Cristian,Tello
D. Blind,Daley Blind,28,180.0,Netherlands,80,80,Daley,Blind
D. Didavi,Daniel Didavi,28,180.0,Germany,80,80,Daniel,Didavi
D. Sturridge,Daniel Sturridge,28,180.0,England,80,80,Daniel,Sturridge
Dante,Dante,34,188.0,Brazil,80,80,Dante,-
D. Srna,Darijo Srna,36,178.0,Croatia,80,80,Darijo,Srna
Diego López,Diego López,36,196.0,Spain,80,80,Diego,López
D. Valeri,Diego Valeri,32,178.0,Argentina,80,80,Diego,Valeri
D. Vida,Domagoj Vida,29,183.0,Croatia,80,80,Domagoj,Vida
D. Criscito,Domenico Criscito,31,183.0,Italy,80,80,Domenico,Criscito
E. Zahavi,Eran Zahavi,30,183.0,Israel,80,80,Eran,Zahavi
Everton Andrão,Everton Andrão,34,178.0,Brazil,80,80,Everton,Andrão
F. Delph,Fabian Delph,28,175.0,England,80,80,Fabian,Delph
Fernando Torres,Fernando Torres,34,185.0,Spain,80,80,Fernando,Torres
F. Armani,Franco Armani,31,188.0,Argentina,80,80,Franco,Armani
G. Cahill,Gary Cahill,32,193.0,England,80,80,Gary,Cahill
Guaita,Guaita,31,190.0,Spain,80,80,Guaita,-
Iago Falqué,Iago Falqué,28,175.0,Spain,80,80,Iago,Falqué
I. Piatti,Ignacio Piatti,33,180.0,Argentina,80,80,Ignacio,Piatti
I. Akinfeev,Igor Akinfeev,32,185.0,Russia,80,80,Igor,Akinfeev
I. Denisov,Igor Denisov,34,175.0,Russia,80,80,Igor,Denisov
Ismaily,Ismaily,28,178.0,Brazil,80,80,Ismaily,-
J. Mascherano,Javier Mascherano,34,175.0,Argentina,80,80,Javier,Mascherano
Jesús Navas,Jesús Navas,32,170.0,Spain,80,80,Jesús,Navas
Juanfran,Juanfran,33,180.0,Spain,80,80,Juanfran,-
K. Gameiro,Kévin Gameiro,31,173.0,France,80,80,Kévin,Gameiro
L. Diarra,Lassana Diarra,33,175.0,France,80,80,Lassana,Diarra
L. Perrin,Loïc Perrin,32,180.0,France,80,80,Loïc,Perrin
L. de Jong,Luuk de Jong,27,188.0,Netherlands,80,80,Luuk,de Jong
Maicon,Maicon,29,190.0,Brazil,80,80,Maicon,-
Marcelo,Marcelo,31,190.0,Brazil,80,80,Marcelo,-
M. Acuña,Marcos Acuña,26,173.0,Argentina,80,80,Marcos,Acuña
Mario Gaspar,Mario Gaspar,27,183.0,Spain,80,80,Mario,Gaspar
M. Gómez,Mario Gómez,32,188.0,Germany,80,80,Mario,Gómez
M. Škrtel,Martin Škrtel,33,190.0,Slovakia,80,80,Martin,Škrtel
M. Musacchio,Mateo Musacchio,27,180.0,Argentina,80,80,Mateo,Musacchio
M. Badelj,Milan Badelj,29,185.0,Croatia,80,80,Milan,Badelj
M. Marega,Moussa Marega,27,185.0,Mali,80,80,Moussa,Marega
Moyá,Moyá,34,188.0,Spain,80,80,Moyá,-
Nacho Monreal,Nacho Monreal,32,178.0,Spain,80,80,Nacho,Monreal
N. Nkoulou,Nicolas Nkoulou,28,183.0,Cameroon,80,80,Nicolas,Nkoulou
P. Gulácsi,Péter Gulácsi,28,193.0,Hungary,80,80,Péter,Gulácsi
Raúl,Raúl,28,188.0,Brazil,80,80,Raúl,-
Raúl García,Raúl García,31,183.0,Spain,80,80,Raúl,García
R. Pereyra,Roberto Pereyra,27,183.0,Argentina,80,80,Roberto,Pereyra
R. Boudebouz,Ryad Boudebouz,28,178.0,Algeria,80,80,Ryad,Boudebouz
Santi Cazorla,Santi Cazorla,33,168.0,Spain,80,80,Santi,Cazorla
S. Rudy,Sebastian Rudy,28,178.0,Germany,80,80,Sebastian,Rudy
Sergi Enrich,Sergi Enrich,28,180.0,Spain,80,80,Sergi,Enrich
S. Romero,Sergio Romero,31,193.0,Argentina,80,80,Sergio,Romero
S. Sorrentino,Stefano Sorrentino,39,185.0,Italy,80,80,Stefano,Sorrentino
S. Defour,Steven Defour,30,175.0,Belgium,80,80,Steven,Defour
Susaeta,Susaeta,30,178.0,Spain,80,80,Susaeta,-
S. Ulreich,Sven Ulreich,29,193.0,Germany,80,80,Sven,Ulreich
S. Coleman,Séamus Coleman,29,178.0,Republic of Ireland,80,80,Séamus,Coleman
T. Inui,Takashi Inui,30,170.0,Japan,80,80,Takashi,Inui
T. Stepanenko,Taras Stepanenko,28,180.0,Ukraine,80,80,Taras,Stepanenko
V. Birsa,Valter Birsa,31,183.0,Slovenia,80,80,Valter,Birsa
W. Rooney,Wayne Rooney,32,175.0,England,80,80,Wayne,Rooney
Welington Dano,Welington Dano,30,178.0,Brazil,80,80,Welington,Dano
Y. Rakitskyi,Yaroslav Rakitskyi,28,185.0,Ukraine,80,80,Yaroslav,Rakitskyi
Z. Feddal,Zouhair Feddal,28,190.0,Morocco,80,80,Zouhair,Feddal
S. Radu,Ştefan Radu,31,183.0,Romania,80,80,Ştefan,Radu
F. Kessié,Franck Yannick Kessié,21,183.0,Ivory Coast,79,88,Franck,Yannick Kessié
André Silva,André Silva,22,185.0,Portugal,79,87,André,Silva
C. Pulisic,Christian Pulisic,19,178.0,United States,79,87,Christian,Pulisic
Marcos Llorente,Marcos Llorente,23,183.0,Spain,79,87,Marcos,Llorente
A. Diallo,Abdou Diallo,22,185.0,France,79,86,Abdou,Diallo
A. Saint-Maximin,Allan Saint-Maximin,21,173.0,France,79,86,Allan,Saint-Maximin
A. Harit,Amine Harit,21,180.0,Morocco,79,86,Amine,Harit
David Neres,David Neres,21,175.0,Brazil,79,86,David,Neres
Denis Suárez,Denis Suárez,24,175.0,Spain,79,86,Denis,Suárez
L. Martínez,Lautaro Martínez,20,175.0,Argentina,79,86,Lautaro,Martínez
Raphinha,Raphinha,21,175.0,Brazil,79,86,Raphinha,-
Richarlison,Richarlison,21,180.0,Brazil,79,86,Richarlison,-
R. Zobnin,Roman Zobnin,24,183.0,Russia,79,86,Roman,Zobnin
S. Bergwijn,Steven Bergwijn,20,178.0,Netherlands,79,86,Steven,Bergwijn
V. Tsygankov,Viktor Tsygankov,20,178.0,Ukraine,79,86,Viktor,Tsygankov
A. Golovin,Alexandr Golovin,22,180.0,Russia,79,85,Alexandr,Golovin
A. Sanabria,Antonio Sanabria,22,180.0,Paraguay,79,85,Antonio,Sanabria
C. Pavón,Cristian Pavón,22,175.0,Argentina,79,85,Cristian,Pavón
M. Elyounoussi,Mohamed Elyounoussi,23,178.0,Norway,79,85,Mohamed,Elyounoussi
Otávio,Otávio,23,173.0,Brazil,79,85,Otávio,-
Rúben Dias,Rúben Dias,21,185.0,Portugal,79,85,Rúben,Dias
V. Lindelöf,Victor Lindelöf,23,188.0,Sweden,79,85,Victor,Lindelöf
F. Cervi,Franco Cervi,24,165.0,Argentina,79,84,Franco,Cervi
J. Gbamin,Jean-Philippe Gbamin,22,185.0,Ivory Coast,79,84,Jean-Philippe,Gbamin
J. Lerma,Jefferson Lerma,23,178.0,Colombia,79,84,Jefferson,Lerma
J. Brooks,John Brooks,25,193.0,United States,79,84,John,Brooks
J. Veretout,Jordan Veretout,25,175.0,France,79,84,Jordan,Veretout
J. Weigl,Julian Weigl,22,185.0,Germany,79,84,Julian,Weigl
J. Roussillon,Jérôme Roussillon,25,175.0,France,79,84,Jérôme,Roussillon
L. Tousart,Lucas Tousart,21,185.0,France,79,84,Lucas,Tousart
M. Philipp,Maximilian Philipp,24,183.0,Germany,79,84,Maximilian,Philipp
N. Aké,Nathan Aké,23,180.0,Netherlands,79,84,Nathan,Aké
Ricardo Horta,Ricardo Horta,23,173.0,Portugal,79,84,Ricardo,Horta
Bruma,Bruma,23,173.0,Portugal,79,83,Bruma,-
Jonny,Jonny,24,170.0,Spain,79,83,Jonny,-
K. Rekik,Karim Rekik,23,185.0,Netherlands,79,83,Karim,Rekik
K. Zouma,Kurt Zouma,23,190.0,France,79,83,Kurt,Zouma
L. Karius,Loris Karius,25,188.0,Germany,79,83,Loris,Karius
M. Meyer,Max Meyer,22,173.0,Germany,79,83,Max,Meyer
Sergi Darder,Sergi Darder,24,180.0,Spain,79,83,Sergi,Darder
Sergio Rico,Sergio Rico,24,193.0,Spain,79,83,Sergio,Rico
A. Rebić,Ante Rebić,24,185.0,Croatia,79,82,Ante,Rebić
A. Mandi,Aïssa Mandi,26,183.0,Algeria,79,82,Aïssa,Mandi
Campaña,Campaña,25,178.0,Spain,79,82,Campaña,-
D. Baselli,Daniele Baselli,26,183.0,Italy,79,82,Daniele,Baselli
L. Kurzawa,Layvin Kurzawa,25,183.0,France,79,82,Layvin,Kurzawa
L. Bittencourt,Leonardo Bittencourt,24,170.0,Germany,79,82,Leonardo,Bittencourt
L. Alario,Lucas Alario,25,183.0,Argentina,79,82,Lucas,Alario
M. Gregoritsch,Michael Gregoritsch,24,193.0,Austria,79,82,Michael,Gregoritsch
R. Barkley,Ross Barkley,24,185.0,England,79,82,Ross,Barkley
S. Kolašinac,Sead Kolašinac,25,183.0,Bosnia Herzegovina,79,82,Sead,Kolašinac
Sérgio Oliveira,Sérgio Oliveira,26,180.0,Portugal,79,82,Sérgio,Oliveira
A. Lunev,Andrey Lunev,26,188.0,Russia,79,81,Andrey,Lunev
B. Verbič,Benjamin Verbič,24,178.0,Slovenia,79,81,Benjamin,Verbič
C. Wilson,Callum Wilson,26,180.0,England,79,81,Callum,Wilson
D. Zappacosta,Davide Zappacosta,26,183.0,Italy,79,81,Davide,Zappacosta
D. Klaassen,Davy Klaassen,25,178.0,Netherlands,79,81,Davy,Klaassen
G. Pezzella,Germán Pezzella,27,185.0,Argentina,79,81,Germán,Pezzella
H. Vanaken,Hans Vanaken,25,196.0,Belgium,79,81,Hans,Vanaken
J. Wilshere,Jack Wilshere,26,173.0,England,79,81,Jack,Wilshere
L. Milivojević,Luka Milivojević,27,185.0,Serbia,79,81,Luka,Milivojević
M. Ryan,Mathew Ryan,26,183.0,Australia,79,81,Mathew,Ryan
R. Centurión,Ricardo Centurión,25,175.0,Argentina,79,81,Ricardo,Centurión
W. Orban,Willi Orban,25,185.0,Hungary,79,81,Willi,Orban
C. Tosun,Cenk Tosun,27,183.0,Turkey,79,80,Cenk,Tosun
Danilo,Danilo,26,183.0,Brazil,79,80,Danilo,-
D. Demme,Diego Demme,26,170.0,Germany,79,80,Diego,Demme
D. Sidibé,Djibril Sidibé,25,183.0,France,79,80,Djibril,Sidibé
F. Coquelin,Francis Coquelin,27,178.0,France,79,80,Francis,Coquelin
I. Marcone,Iván Marcone,28,183.0,Argentina,79,80,Iván,Marcone
Iñigo Martínez,Iñigo Martínez,27,183.0,Spain,79,80,Iñigo,Martínez
J. Gouweleeuw,Jeffrey Gouweleeuw,26,188.0,Netherlands,79,80,Jeffrey,Gouweleeuw
J. Hofmann,Jonas Hofmann,25,175.0,Germany,79,80,Jonas,Hofmann
J. Guilavogui,Josuha Guilavogui,27,188.0,France,79,80,Josuha,Guilavogui
K. Toko-Ekambi,Karl Toko-Ekambi,25,185.0,Cameroon,79,80,Karl,Toko-Ekambi
M. Sakho,Mamadou Sakho,28,188.0,France,79,80,Mamadou,Sakho
M. van Ginkel,Marco van Ginkel,25,185.0,Netherlands,79,80,Marco,van Ginkel
M. Dmitrović,Marko Dmitrović,26,193.0,Serbia,79,80,Marko,Dmitrović
M. Campaña,Martín Campaña,29,185.0,Uruguay,79,80,Martín,Campaña
Mário Rui,Mário Rui,27,170.0,Portugal,79,80,Mário,Rui
N. Clyne,Nathaniel Clyne,27,175.0,England,79,80,Nathaniel,Clyne
P. Jones,Phil Jones,26,185.0,England,79,80,Phil,Jones
Ricardo Goulart,Ricardo Goulart,27,180.0,Brazil,79,80,Ricardo,Goulart
R. Battaglia,Rodrigo Battaglia,26,188.0,Argentina,79,80,Rodrigo,Battaglia
Roger,Roger,27,178.0,Spain,79,80,Roger,-
R. Zieler,Ron-Robert Zieler,29,188.0,Germany,79,80,Ron-Robert,Zieler
Sidnei,Sidnei,28,188.0,Brazil,79,80,Sidnei,-
S. Berghuis,Steven Berghuis,26,183.0,Netherlands,79,80,Steven,Berghuis
Y. M'Vila,Yann M'Vila,28,183.0,France,79,80,Yann,M'Vila
Zé Luís,Zé Luís,27,183.0,Cape Verde,79,80,Zé,Luís
Adrien Silva,Adrien Silva,29,175.0,Portugal,79,79,Adrien,Silva
A. Dzagoev,Alan Dzagoev,28,178.0,Russia,79,79,Alan,Dzagoev
Alex Teixeira,Alex Teixeira,28,173.0,Brazil,79,79,Alex,Teixeira
A. Masiello,Andrea Masiello,32,183.0,Italy,79,79,Andrea,Masiello
Antônio Chiamuloira,Antônio Chiamuloira,30,183.0,Brazil,79,79,Antônio,Chiamuloira
A. Young,Ashley Young,32,175.0,England,79,79,Ashley,Young
A. Begović,Asmir Begović,31,198.0,Bosnia Herzegovina,79,79,Asmir,Begović
B. Mee,Ben Mee,28,183.0,England,79,79,Ben,Mee
B. Hübner,Benjamin Hübner,28,193.0,Germany,79,79,Benjamin,Hübner
B. Stambouli,Benjamin Stambouli,27,180.0,France,79,79,Benjamin,Stambouli
Borja García,Borja García,27,175.0,Spain,79,79,Borja,García
B. Yılmaz,Burak Yılmaz,32,188.0,Turkey,79,79,Burak,Yılmaz
Charles,Charles,34,178.0,Brazil,79,79,Charles,-
C. Tătăruşanu,Ciprian Tătăruşanu,32,196.0,Romania,79,79,Ciprian,Tătăruşanu
D. Baier,Daniel Baier,34,175.0,Germany,79,79,Daniel,Baier
D. Caligiuri,Daniel Caligiuri,30,183.0,Italy,79,79,Daniel,Caligiuri
D. Drinkwater,Danny Drinkwater,28,178.0,England,79,79,Danny,Drinkwater
D. Benedetto,Darío Benedetto,28,178.0,Argentina,79,79,Darío,Benedetto
D. Abraham,David Abraham,31,188.0,Argentina,79,79,David,Abraham
David López,David López,28,183.0,Spain,79,79,David,López
D. Ospina,David Ospina,29,183.0,Colombia,79,79,David,Ospina
De Marcos,De Marcos,29,183.0,Spain,79,79,De,Marcos
Eder,Eder,31,178.0,Italy,79,79,Eder,-
Elkeson,Elkeson,28,180.0,Brazil,79,79,Elkeson,-
E. Adebayor,Emmanuel Adebayor,34,193.0,Togo,79,79,Emmanuel,Adebayor
E. Belözoğlu,Emre Belözoğlu,37,170.0,Turkey,79,79,Emre,Belözoğlu
Escudero,Escudero,28,175.0,Spain,79,79,Escudero,-
E. Lavezzi,Ezequiel Lavezzi,33,173.0,Argentina,79,79,Ezequiel,Lavezzi
Fabricio,Fabricio,30,183.0,Spain,79,79,Fabricio,-
Fernando,Fernando,30,183.0,Brazil,79,79,Fernando,-
Gabri Prestão,Gabri Prestão,26,185.0,Brazil,79,79,Gabri,Prestão
G. Mercado,Gabriel Mercado,31,180.0,Argentina,79,79,Gabriel,Mercado
G. Ramírez,Gastón Ramírez,27,183.0,Uruguay,79,79,Gastón,Ramírez
Granell,Granell,29,175.0,Spain,79,79,Granell,-
G. Pizarro,Guido Pizarro,28,185.0,Argentina,79,79,Guido,Pizarro
H. Ben Arfa,Hatem Ben Arfa,31,178.0,France,79,79,Hatem,Ben Arfa
Ibai Gómez,Ibai Gómez,28,178.0,Spain,79,79,Ibai,Gómez
Iborra,Iborra,30,190.0,Spain,79,79,Iborra,-
I. Traoré,Ibrahima Traoré,30,170.0,Guinea,79,79,Ibrahima,Traoré
I. Smolnikov,Igor Smolnikov,29,178.0,Russia,79,79,Igor,Smolnikov
Jaume Costa,Jaume Costa,30,170.0,Spain,79,79,Jaume,Costa
J. Hernández,Javier Hernández,30,175.0,Mexico,79,79,Javier,Hernández
J. Farfán,Jefferson Farfán,33,178.0,Peru,79,79,Jefferson,Farfán
J. Hart,Joe Hart,31,196.0,England,79,79,Joe,Hart
J. Hector,Jonas Hector,28,185.0,Germany,79,79,Jonas,Hector
J. Guðmundsson,Jóhann Berg Guðmundsson,27,178.0,Iceland,79,79,Jóhann,Berg Guðmundsson
Kike García,Kike García,28,185.0,Spain,79,79,Kike,García
Kiko Casilla,Kiko Casilla,31,190.0,Spain,79,79,Kiko,Casilla
K. Asamoah,Kwadwo Asamoah,29,173.0,Ghana,79,79,Kwadwo,Asamoah
L. López,Lisandro López,35,175.0,Argentina,79,79,Lisandro,López
Luimo Boas Santos,Luimo Boas Santos,30,175.0,Brazil,79,79,Luimo,Boas Santos
